"","item_id","dept_id","cat_id","store_id","state_id"
"1597","HOUSEHOLD_2_501","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1598","HOUSEHOLD_2_502","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1599","HOUSEHOLD_2_503","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1600","HOUSEHOLD_2_504","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1601","HOUSEHOLD_2_505","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1602","HOUSEHOLD_2_506","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1603","HOUSEHOLD_2_507","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1604","HOUSEHOLD_2_508","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1605","HOUSEHOLD_2_509","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1606","HOUSEHOLD_2_510","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1607","HOUSEHOLD_2_511","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1608","HOUSEHOLD_2_512","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1609","HOUSEHOLD_2_513","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1610","HOUSEHOLD_2_514","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1611","HOUSEHOLD_2_515","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1612","HOUSEHOLD_2_516","HOUSEHOLD_2","HOUSEHOLD","CA_1","CA"
"1613","FOODS_1_001","FOODS_1","FOODS","CA_1","CA"
"1614","FOODS_1_002","FOODS_1","FOODS","CA_1","CA"
"1615","FOODS_1_003","FOODS_1","FOODS","CA_1","CA"
"1616","FOODS_1_004","FOODS_1","FOODS","CA_1","CA"
"1617","FOODS_1_005","FOODS_1","FOODS","CA_1","CA"
"1618","FOODS_1_006","FOODS_1","FOODS","CA_1","CA"
"1619","FOODS_1_008","FOODS_1","FOODS","CA_1","CA"
"1620","FOODS_1_009","FOODS_1","FOODS","CA_1","CA"
"1621","FOODS_1_010","FOODS_1","FOODS","CA_1","CA"
"1622","FOODS_1_011","FOODS_1","FOODS","CA_1","CA"
"1623","FOODS_1_012","FOODS_1","FOODS","CA_1","CA"
"1624","FOODS_1_013","FOODS_1","FOODS","CA_1","CA"
"1625","FOODS_1_014","FOODS_1","FOODS","CA_1","CA"
"1626","FOODS_1_015","FOODS_1","FOODS","CA_1","CA"
"1627","FOODS_1_016","FOODS_1","FOODS","CA_1","CA"
"1628","FOODS_1_017","FOODS_1","FOODS","CA_1","CA"
"1629","FOODS_1_018","FOODS_1","FOODS","CA_1","CA"
"1630","FOODS_1_019","FOODS_1","FOODS","CA_1","CA"
"1631","FOODS_1_020","FOODS_1","FOODS","CA_1","CA"
"1632","FOODS_1_021","FOODS_1","FOODS","CA_1","CA"
"1633","FOODS_1_022","FOODS_1","FOODS","CA_1","CA"
"1634","FOODS_1_023","FOODS_1","FOODS","CA_1","CA"
"1635","FOODS_1_024","FOODS_1","FOODS","CA_1","CA"
"1636","FOODS_1_025","FOODS_1","FOODS","CA_1","CA"
"1637","FOODS_1_026","FOODS_1","FOODS","CA_1","CA"
"1638","FOODS_1_027","FOODS_1","FOODS","CA_1","CA"
"1639","FOODS_1_028","FOODS_1","FOODS","CA_1","CA"
"1640","FOODS_1_029","FOODS_1","FOODS","CA_1","CA"
"1641","FOODS_1_030","FOODS_1","FOODS","CA_1","CA"
"1642","FOODS_1_031","FOODS_1","FOODS","CA_1","CA"
"1643","FOODS_1_032","FOODS_1","FOODS","CA_1","CA"
"1644","FOODS_1_033","FOODS_1","FOODS","CA_1","CA"
"1645","FOODS_1_034","FOODS_1","FOODS","CA_1","CA"
"1646","FOODS_1_035","FOODS_1","FOODS","CA_1","CA"
"1647","FOODS_1_036","FOODS_1","FOODS","CA_1","CA"
"1648","FOODS_1_037","FOODS_1","FOODS","CA_1","CA"
"1649","FOODS_1_038","FOODS_1","FOODS","CA_1","CA"
"1650","FOODS_1_039","FOODS_1","FOODS","CA_1","CA"
"1651","FOODS_1_040","FOODS_1","FOODS","CA_1","CA"
"1652","FOODS_1_041","FOODS_1","FOODS","CA_1","CA"
"1653","FOODS_1_042","FOODS_1","FOODS","CA_1","CA"
"1654","FOODS_1_043","FOODS_1","FOODS","CA_1","CA"
"1655","FOODS_1_044","FOODS_1","FOODS","CA_1","CA"
"1656","FOODS_1_045","FOODS_1","FOODS","CA_1","CA"
"1657","FOODS_1_046","FOODS_1","FOODS","CA_1","CA"
"1658","FOODS_1_047","FOODS_1","FOODS","CA_1","CA"
"1659","FOODS_1_048","FOODS_1","FOODS","CA_1","CA"
"1660","FOODS_1_049","FOODS_1","FOODS","CA_1","CA"
"1661","FOODS_1_050","FOODS_1","FOODS","CA_1","CA"
"1662","FOODS_1_051","FOODS_1","FOODS","CA_1","CA"
"1663","FOODS_1_052","FOODS_1","FOODS","CA_1","CA"
"1664","FOODS_1_053","FOODS_1","FOODS","CA_1","CA"
"1665","FOODS_1_054","FOODS_1","FOODS","CA_1","CA"
"1666","FOODS_1_055","FOODS_1","FOODS","CA_1","CA"
"1667","FOODS_1_056","FOODS_1","FOODS","CA_1","CA"
"1668","FOODS_1_057","FOODS_1","FOODS","CA_1","CA"
"1669","FOODS_1_058","FOODS_1","FOODS","CA_1","CA"
"1670","FOODS_1_059","FOODS_1","FOODS","CA_1","CA"
"1671","FOODS_1_060","FOODS_1","FOODS","CA_1","CA"
"1672","FOODS_1_061","FOODS_1","FOODS","CA_1","CA"
"1673","FOODS_1_062","FOODS_1","FOODS","CA_1","CA"
"1674","FOODS_1_063","FOODS_1","FOODS","CA_1","CA"
"1675","FOODS_1_064","FOODS_1","FOODS","CA_1","CA"
"1676","FOODS_1_065","FOODS_1","FOODS","CA_1","CA"
"1677","FOODS_1_066","FOODS_1","FOODS","CA_1","CA"
"1678","FOODS_1_067","FOODS_1","FOODS","CA_1","CA"
"1679","FOODS_1_068","FOODS_1","FOODS","CA_1","CA"
"1680","FOODS_1_069","FOODS_1","FOODS","CA_1","CA"
"1681","FOODS_1_070","FOODS_1","FOODS","CA_1","CA"
"1682","FOODS_1_071","FOODS_1","FOODS","CA_1","CA"
"1683","FOODS_1_072","FOODS_1","FOODS","CA_1","CA"
"1684","FOODS_1_073","FOODS_1","FOODS","CA_1","CA"
"1685","FOODS_1_074","FOODS_1","FOODS","CA_1","CA"
"1686","FOODS_1_075","FOODS_1","FOODS","CA_1","CA"
"1687","FOODS_1_076","FOODS_1","FOODS","CA_1","CA"
"1688","FOODS_1_077","FOODS_1","FOODS","CA_1","CA"
"1689","FOODS_1_078","FOODS_1","FOODS","CA_1","CA"
"1690","FOODS_1_079","FOODS_1","FOODS","CA_1","CA"
"1691","FOODS_1_080","FOODS_1","FOODS","CA_1","CA"
"1692","FOODS_1_081","FOODS_1","FOODS","CA_1","CA"
"1693","FOODS_1_082","FOODS_1","FOODS","CA_1","CA"
"1694","FOODS_1_083","FOODS_1","FOODS","CA_1","CA"
"1695","FOODS_1_084","FOODS_1","FOODS","CA_1","CA"
"1696","FOODS_1_085","FOODS_1","FOODS","CA_1","CA"
"1697","FOODS_1_086","FOODS_1","FOODS","CA_1","CA"
"1698","FOODS_1_087","FOODS_1","FOODS","CA_1","CA"
"1699","FOODS_1_088","FOODS_1","FOODS","CA_1","CA"
"1700","FOODS_1_089","FOODS_1","FOODS","CA_1","CA"
"1701","FOODS_1_090","FOODS_1","FOODS","CA_1","CA"
"1702","FOODS_1_091","FOODS_1","FOODS","CA_1","CA"
"1703","FOODS_1_092","FOODS_1","FOODS","CA_1","CA"
"1704","FOODS_1_093","FOODS_1","FOODS","CA_1","CA"
"1705","FOODS_1_094","FOODS_1","FOODS","CA_1","CA"
"1706","FOODS_1_095","FOODS_1","FOODS","CA_1","CA"
"1707","FOODS_1_096","FOODS_1","FOODS","CA_1","CA"
"1708","FOODS_1_097","FOODS_1","FOODS","CA_1","CA"
"1709","FOODS_1_098","FOODS_1","FOODS","CA_1","CA"
"1710","FOODS_1_099","FOODS_1","FOODS","CA_1","CA"
"1711","FOODS_1_101","FOODS_1","FOODS","CA_1","CA"
"1712","FOODS_1_102","FOODS_1","FOODS","CA_1","CA"
"1713","FOODS_1_103","FOODS_1","FOODS","CA_1","CA"
"1714","FOODS_1_104","FOODS_1","FOODS","CA_1","CA"
"1715","FOODS_1_105","FOODS_1","FOODS","CA_1","CA"
"1716","FOODS_1_106","FOODS_1","FOODS","CA_1","CA"
"1717","FOODS_1_107","FOODS_1","FOODS","CA_1","CA"
"1718","FOODS_1_108","FOODS_1","FOODS","CA_1","CA"
"1719","FOODS_1_109","FOODS_1","FOODS","CA_1","CA"
"1720","FOODS_1_110","FOODS_1","FOODS","CA_1","CA"
"1721","FOODS_1_111","FOODS_1","FOODS","CA_1","CA"
"1722","FOODS_1_112","FOODS_1","FOODS","CA_1","CA"
"1723","FOODS_1_113","FOODS_1","FOODS","CA_1","CA"
"1724","FOODS_1_114","FOODS_1","FOODS","CA_1","CA"
"1725","FOODS_1_115","FOODS_1","FOODS","CA_1","CA"
"1726","FOODS_1_116","FOODS_1","FOODS","CA_1","CA"
"1727","FOODS_1_117","FOODS_1","FOODS","CA_1","CA"
"1728","FOODS_1_118","FOODS_1","FOODS","CA_1","CA"
"1729","FOODS_1_119","FOODS_1","FOODS","CA_1","CA"
"1730","FOODS_1_120","FOODS_1","FOODS","CA_1","CA"
"1731","FOODS_1_121","FOODS_1","FOODS","CA_1","CA"
"1732","FOODS_1_122","FOODS_1","FOODS","CA_1","CA"
"1733","FOODS_1_123","FOODS_1","FOODS","CA_1","CA"
"1734","FOODS_1_124","FOODS_1","FOODS","CA_1","CA"
"1735","FOODS_1_125","FOODS_1","FOODS","CA_1","CA"
"1736","FOODS_1_126","FOODS_1","FOODS","CA_1","CA"
"1737","FOODS_1_127","FOODS_1","FOODS","CA_1","CA"
"1738","FOODS_1_128","FOODS_1","FOODS","CA_1","CA"
"1739","FOODS_1_129","FOODS_1","FOODS","CA_1","CA"
"1740","FOODS_1_130","FOODS_1","FOODS","CA_1","CA"
"1741","FOODS_1_131","FOODS_1","FOODS","CA_1","CA"
"1742","FOODS_1_132","FOODS_1","FOODS","CA_1","CA"
"1743","FOODS_1_133","FOODS_1","FOODS","CA_1","CA"
"1744","FOODS_1_134","FOODS_1","FOODS","CA_1","CA"
"1745","FOODS_1_135","FOODS_1","FOODS","CA_1","CA"
"1746","FOODS_1_136","FOODS_1","FOODS","CA_1","CA"
"1747","FOODS_1_137","FOODS_1","FOODS","CA_1","CA"
"1748","FOODS_1_138","FOODS_1","FOODS","CA_1","CA"
"1749","FOODS_1_139","FOODS_1","FOODS","CA_1","CA"
"1750","FOODS_1_140","FOODS_1","FOODS","CA_1","CA"
"1751","FOODS_1_141","FOODS_1","FOODS","CA_1","CA"
"1752","FOODS_1_142","FOODS_1","FOODS","CA_1","CA"
"1753","FOODS_1_143","FOODS_1","FOODS","CA_1","CA"
"1754","FOODS_1_144","FOODS_1","FOODS","CA_1","CA"
"1755","FOODS_1_145","FOODS_1","FOODS","CA_1","CA"
"1756","FOODS_1_146","FOODS_1","FOODS","CA_1","CA"
"1757","FOODS_1_147","FOODS_1","FOODS","CA_1","CA"
"1758","FOODS_1_148","FOODS_1","FOODS","CA_1","CA"
"1759","FOODS_1_149","FOODS_1","FOODS","CA_1","CA"
"1760","FOODS_1_150","FOODS_1","FOODS","CA_1","CA"
"1761","FOODS_1_151","FOODS_1","FOODS","CA_1","CA"
"1762","FOODS_1_152","FOODS_1","FOODS","CA_1","CA"
"1763","FOODS_1_153","FOODS_1","FOODS","CA_1","CA"
"1764","FOODS_1_154","FOODS_1","FOODS","CA_1","CA"
"1765","FOODS_1_155","FOODS_1","FOODS","CA_1","CA"
"1766","FOODS_1_156","FOODS_1","FOODS","CA_1","CA"
"1767","FOODS_1_157","FOODS_1","FOODS","CA_1","CA"
"1768","FOODS_1_158","FOODS_1","FOODS","CA_1","CA"
"1769","FOODS_1_159","FOODS_1","FOODS","CA_1","CA"
"1770","FOODS_1_160","FOODS_1","FOODS","CA_1","CA"
"1771","FOODS_1_161","FOODS_1","FOODS","CA_1","CA"
"1772","FOODS_1_162","FOODS_1","FOODS","CA_1","CA"
"1773","FOODS_1_163","FOODS_1","FOODS","CA_1","CA"
"1774","FOODS_1_164","FOODS_1","FOODS","CA_1","CA"
"1775","FOODS_1_166","FOODS_1","FOODS","CA_1","CA"
"1776","FOODS_1_167","FOODS_1","FOODS","CA_1","CA"
"1777","FOODS_1_168","FOODS_1","FOODS","CA_1","CA"
"1778","FOODS_1_169","FOODS_1","FOODS","CA_1","CA"
"1779","FOODS_1_170","FOODS_1","FOODS","CA_1","CA"
"1780","FOODS_1_171","FOODS_1","FOODS","CA_1","CA"
"1781","FOODS_1_172","FOODS_1","FOODS","CA_1","CA"
"1782","FOODS_1_173","FOODS_1","FOODS","CA_1","CA"
"1783","FOODS_1_174","FOODS_1","FOODS","CA_1","CA"
"1784","FOODS_1_175","FOODS_1","FOODS","CA_1","CA"
"1785","FOODS_1_176","FOODS_1","FOODS","CA_1","CA"
"1786","FOODS_1_177","FOODS_1","FOODS","CA_1","CA"
"1787","FOODS_1_178","FOODS_1","FOODS","CA_1","CA"
"1788","FOODS_1_179","FOODS_1","FOODS","CA_1","CA"
"1789","FOODS_1_180","FOODS_1","FOODS","CA_1","CA"
"1790","FOODS_1_181","FOODS_1","FOODS","CA_1","CA"
"1791","FOODS_1_182","FOODS_1","FOODS","CA_1","CA"
"1792","FOODS_1_183","FOODS_1","FOODS","CA_1","CA"
"1793","FOODS_1_184","FOODS_1","FOODS","CA_1","CA"
"1794","FOODS_1_185","FOODS_1","FOODS","CA_1","CA"
"1795","FOODS_1_186","FOODS_1","FOODS","CA_1","CA"
"1796","FOODS_1_187","FOODS_1","FOODS","CA_1","CA"
"1797","FOODS_1_188","FOODS_1","FOODS","CA_1","CA"
"1798","FOODS_1_189","FOODS_1","FOODS","CA_1","CA"
"1799","FOODS_1_190","FOODS_1","FOODS","CA_1","CA"
"1800","FOODS_1_191","FOODS_1","FOODS","CA_1","CA"
"1801","FOODS_1_192","FOODS_1","FOODS","CA_1","CA"
"1802","FOODS_1_193","FOODS_1","FOODS","CA_1","CA"
"1803","FOODS_1_194","FOODS_1","FOODS","CA_1","CA"
"1804","FOODS_1_195","FOODS_1","FOODS","CA_1","CA"
"1805","FOODS_1_196","FOODS_1","FOODS","CA_1","CA"
"1806","FOODS_1_197","FOODS_1","FOODS","CA_1","CA"
"1807","FOODS_1_198","FOODS_1","FOODS","CA_1","CA"
"1808","FOODS_1_199","FOODS_1","FOODS","CA_1","CA"
"1809","FOODS_1_200","FOODS_1","FOODS","CA_1","CA"
"1810","FOODS_1_201","FOODS_1","FOODS","CA_1","CA"
"1811","FOODS_1_202","FOODS_1","FOODS","CA_1","CA"
"1812","FOODS_1_203","FOODS_1","FOODS","CA_1","CA"
"1813","FOODS_1_204","FOODS_1","FOODS","CA_1","CA"
"1814","FOODS_1_205","FOODS_1","FOODS","CA_1","CA"
"1815","FOODS_1_206","FOODS_1","FOODS","CA_1","CA"
"1816","FOODS_1_207","FOODS_1","FOODS","CA_1","CA"
"1817","FOODS_1_208","FOODS_1","FOODS","CA_1","CA"
"1818","FOODS_1_209","FOODS_1","FOODS","CA_1","CA"
"1819","FOODS_1_210","FOODS_1","FOODS","CA_1","CA"
"1820","FOODS_1_211","FOODS_1","FOODS","CA_1","CA"
"1821","FOODS_1_212","FOODS_1","FOODS","CA_1","CA"
"1822","FOODS_1_213","FOODS_1","FOODS","CA_1","CA"
"1823","FOODS_1_214","FOODS_1","FOODS","CA_1","CA"
"1824","FOODS_1_215","FOODS_1","FOODS","CA_1","CA"
"1825","FOODS_1_216","FOODS_1","FOODS","CA_1","CA"
"1826","FOODS_1_217","FOODS_1","FOODS","CA_1","CA"
"1827","FOODS_1_218","FOODS_1","FOODS","CA_1","CA"
"1828","FOODS_1_219","FOODS_1","FOODS","CA_1","CA"
"1829","FOODS_2_001","FOODS_2","FOODS","CA_1","CA"
"1830","FOODS_2_002","FOODS_2","FOODS","CA_1","CA"
"1831","FOODS_2_003","FOODS_2","FOODS","CA_1","CA"
"1832","FOODS_2_004","FOODS_2","FOODS","CA_1","CA"
"1833","FOODS_2_005","FOODS_2","FOODS","CA_1","CA"
"1834","FOODS_2_006","FOODS_2","FOODS","CA_1","CA"
"1835","FOODS_2_007","FOODS_2","FOODS","CA_1","CA"
"1836","FOODS_2_008","FOODS_2","FOODS","CA_1","CA"
"1837","FOODS_2_009","FOODS_2","FOODS","CA_1","CA"
"1838","FOODS_2_010","FOODS_2","FOODS","CA_1","CA"
"1839","FOODS_2_011","FOODS_2","FOODS","CA_1","CA"
"1840","FOODS_2_012","FOODS_2","FOODS","CA_1","CA"
"1841","FOODS_2_013","FOODS_2","FOODS","CA_1","CA"
"1842","FOODS_2_014","FOODS_2","FOODS","CA_1","CA"
"1843","FOODS_2_015","FOODS_2","FOODS","CA_1","CA"
"1844","FOODS_2_016","FOODS_2","FOODS","CA_1","CA"
"1845","FOODS_2_017","FOODS_2","FOODS","CA_1","CA"
"1846","FOODS_2_018","FOODS_2","FOODS","CA_1","CA"
"1847","FOODS_2_019","FOODS_2","FOODS","CA_1","CA"
"1848","FOODS_2_020","FOODS_2","FOODS","CA_1","CA"
"1849","FOODS_2_021","FOODS_2","FOODS","CA_1","CA"
"1850","FOODS_2_022","FOODS_2","FOODS","CA_1","CA"
"1851","FOODS_2_023","FOODS_2","FOODS","CA_1","CA"
"1852","FOODS_2_024","FOODS_2","FOODS","CA_1","CA"
"1853","FOODS_2_025","FOODS_2","FOODS","CA_1","CA"
"1854","FOODS_2_026","FOODS_2","FOODS","CA_1","CA"
"1855","FOODS_2_027","FOODS_2","FOODS","CA_1","CA"
"1856","FOODS_2_028","FOODS_2","FOODS","CA_1","CA"
"1857","FOODS_2_029","FOODS_2","FOODS","CA_1","CA"
"1858","FOODS_2_030","FOODS_2","FOODS","CA_1","CA"
"1859","FOODS_2_031","FOODS_2","FOODS","CA_1","CA"
"1860","FOODS_2_032","FOODS_2","FOODS","CA_1","CA"
"1861","FOODS_2_033","FOODS_2","FOODS","CA_1","CA"
"1862","FOODS_2_034","FOODS_2","FOODS","CA_1","CA"
"1863","FOODS_2_035","FOODS_2","FOODS","CA_1","CA"
"1864","FOODS_2_036","FOODS_2","FOODS","CA_1","CA"
"1865","FOODS_2_037","FOODS_2","FOODS","CA_1","CA"
"1866","FOODS_2_038","FOODS_2","FOODS","CA_1","CA"
"1867","FOODS_2_039","FOODS_2","FOODS","CA_1","CA"
"1868","FOODS_2_040","FOODS_2","FOODS","CA_1","CA"
"1869","FOODS_2_041","FOODS_2","FOODS","CA_1","CA"
"1870","FOODS_2_042","FOODS_2","FOODS","CA_1","CA"
"1871","FOODS_2_043","FOODS_2","FOODS","CA_1","CA"
"1872","FOODS_2_044","FOODS_2","FOODS","CA_1","CA"
"1873","FOODS_2_045","FOODS_2","FOODS","CA_1","CA"
"1874","FOODS_2_046","FOODS_2","FOODS","CA_1","CA"
"1875","FOODS_2_047","FOODS_2","FOODS","CA_1","CA"
"1876","FOODS_2_048","FOODS_2","FOODS","CA_1","CA"
"1877","FOODS_2_049","FOODS_2","FOODS","CA_1","CA"
"1878","FOODS_2_050","FOODS_2","FOODS","CA_1","CA"
"1879","FOODS_2_051","FOODS_2","FOODS","CA_1","CA"
"1880","FOODS_2_052","FOODS_2","FOODS","CA_1","CA"
"1881","FOODS_2_053","FOODS_2","FOODS","CA_1","CA"
"1882","FOODS_2_054","FOODS_2","FOODS","CA_1","CA"
"1883","FOODS_2_055","FOODS_2","FOODS","CA_1","CA"
"1884","FOODS_2_056","FOODS_2","FOODS","CA_1","CA"
"1885","FOODS_2_057","FOODS_2","FOODS","CA_1","CA"
"1886","FOODS_2_058","FOODS_2","FOODS","CA_1","CA"
"1887","FOODS_2_059","FOODS_2","FOODS","CA_1","CA"
"1888","FOODS_2_060","FOODS_2","FOODS","CA_1","CA"
"1889","FOODS_2_061","FOODS_2","FOODS","CA_1","CA"
"1890","FOODS_2_062","FOODS_2","FOODS","CA_1","CA"
"1891","FOODS_2_063","FOODS_2","FOODS","CA_1","CA"
"1892","FOODS_2_064","FOODS_2","FOODS","CA_1","CA"
"1893","FOODS_2_065","FOODS_2","FOODS","CA_1","CA"
"1894","FOODS_2_066","FOODS_2","FOODS","CA_1","CA"
"1895","FOODS_2_067","FOODS_2","FOODS","CA_1","CA"
"1896","FOODS_2_068","FOODS_2","FOODS","CA_1","CA"
"1897","FOODS_2_069","FOODS_2","FOODS","CA_1","CA"
"1898","FOODS_2_070","FOODS_2","FOODS","CA_1","CA"
"1899","FOODS_2_071","FOODS_2","FOODS","CA_1","CA"
"1900","FOODS_2_072","FOODS_2","FOODS","CA_1","CA"
"1901","FOODS_2_073","FOODS_2","FOODS","CA_1","CA"
"1902","FOODS_2_074","FOODS_2","FOODS","CA_1","CA"
"1903","FOODS_2_075","FOODS_2","FOODS","CA_1","CA"
"1904","FOODS_2_076","FOODS_2","FOODS","CA_1","CA"
"1905","FOODS_2_077","FOODS_2","FOODS","CA_1","CA"
"1906","FOODS_2_078","FOODS_2","FOODS","CA_1","CA"
"1907","FOODS_2_079","FOODS_2","FOODS","CA_1","CA"
"1908","FOODS_2_080","FOODS_2","FOODS","CA_1","CA"
"1909","FOODS_2_081","FOODS_2","FOODS","CA_1","CA"
"1910","FOODS_2_082","FOODS_2","FOODS","CA_1","CA"
"1911","FOODS_2_083","FOODS_2","FOODS","CA_1","CA"
"1912","FOODS_2_084","FOODS_2","FOODS","CA_1","CA"
"1913","FOODS_2_085","FOODS_2","FOODS","CA_1","CA"
"1914","FOODS_2_086","FOODS_2","FOODS","CA_1","CA"
"1915","FOODS_2_087","FOODS_2","FOODS","CA_1","CA"
"1916","FOODS_2_088","FOODS_2","FOODS","CA_1","CA"
"1917","FOODS_2_089","FOODS_2","FOODS","CA_1","CA"
"1918","FOODS_2_090","FOODS_2","FOODS","CA_1","CA"
"1919","FOODS_2_091","FOODS_2","FOODS","CA_1","CA"
"1920","FOODS_2_092","FOODS_2","FOODS","CA_1","CA"
"1921","FOODS_2_093","FOODS_2","FOODS","CA_1","CA"
"1922","FOODS_2_094","FOODS_2","FOODS","CA_1","CA"
"1923","FOODS_2_095","FOODS_2","FOODS","CA_1","CA"
"1924","FOODS_2_096","FOODS_2","FOODS","CA_1","CA"
"1925","FOODS_2_097","FOODS_2","FOODS","CA_1","CA"
"1926","FOODS_2_099","FOODS_2","FOODS","CA_1","CA"
"1927","FOODS_2_100","FOODS_2","FOODS","CA_1","CA"
"1928","FOODS_2_101","FOODS_2","FOODS","CA_1","CA"
"1929","FOODS_2_102","FOODS_2","FOODS","CA_1","CA"
"1930","FOODS_2_103","FOODS_2","FOODS","CA_1","CA"
"1931","FOODS_2_104","FOODS_2","FOODS","CA_1","CA"
"1932","FOODS_2_105","FOODS_2","FOODS","CA_1","CA"
"1933","FOODS_2_106","FOODS_2","FOODS","CA_1","CA"
"1934","FOODS_2_107","FOODS_2","FOODS","CA_1","CA"
"1935","FOODS_2_108","FOODS_2","FOODS","CA_1","CA"
"1936","FOODS_2_109","FOODS_2","FOODS","CA_1","CA"
"1937","FOODS_2_110","FOODS_2","FOODS","CA_1","CA"
"1938","FOODS_2_111","FOODS_2","FOODS","CA_1","CA"
"1939","FOODS_2_112","FOODS_2","FOODS","CA_1","CA"
"1940","FOODS_2_113","FOODS_2","FOODS","CA_1","CA"
"1941","FOODS_2_114","FOODS_2","FOODS","CA_1","CA"
"1942","FOODS_2_115","FOODS_2","FOODS","CA_1","CA"
"1943","FOODS_2_116","FOODS_2","FOODS","CA_1","CA"
"1944","FOODS_2_117","FOODS_2","FOODS","CA_1","CA"
"1945","FOODS_2_118","FOODS_2","FOODS","CA_1","CA"
"1946","FOODS_2_119","FOODS_2","FOODS","CA_1","CA"
"1947","FOODS_2_120","FOODS_2","FOODS","CA_1","CA"
"1948","FOODS_2_121","FOODS_2","FOODS","CA_1","CA"
"1949","FOODS_2_122","FOODS_2","FOODS","CA_1","CA"
"1950","FOODS_2_123","FOODS_2","FOODS","CA_1","CA"
"1951","FOODS_2_124","FOODS_2","FOODS","CA_1","CA"
"1952","FOODS_2_125","FOODS_2","FOODS","CA_1","CA"
"1953","FOODS_2_126","FOODS_2","FOODS","CA_1","CA"
"1954","FOODS_2_127","FOODS_2","FOODS","CA_1","CA"
"1955","FOODS_2_128","FOODS_2","FOODS","CA_1","CA"
"1956","FOODS_2_129","FOODS_2","FOODS","CA_1","CA"
"1957","FOODS_2_130","FOODS_2","FOODS","CA_1","CA"
"1958","FOODS_2_131","FOODS_2","FOODS","CA_1","CA"
"1959","FOODS_2_132","FOODS_2","FOODS","CA_1","CA"
"1960","FOODS_2_133","FOODS_2","FOODS","CA_1","CA"
"1961","FOODS_2_134","FOODS_2","FOODS","CA_1","CA"
"1962","FOODS_2_135","FOODS_2","FOODS","CA_1","CA"
"1963","FOODS_2_136","FOODS_2","FOODS","CA_1","CA"
"1964","FOODS_2_137","FOODS_2","FOODS","CA_1","CA"
"1965","FOODS_2_138","FOODS_2","FOODS","CA_1","CA"
"1966","FOODS_2_139","FOODS_2","FOODS","CA_1","CA"
"1967","FOODS_2_140","FOODS_2","FOODS","CA_1","CA"
"1968","FOODS_2_141","FOODS_2","FOODS","CA_1","CA"
"1969","FOODS_2_142","FOODS_2","FOODS","CA_1","CA"
"1970","FOODS_2_143","FOODS_2","FOODS","CA_1","CA"
"1971","FOODS_2_144","FOODS_2","FOODS","CA_1","CA"
"1972","FOODS_2_145","FOODS_2","FOODS","CA_1","CA"
"1973","FOODS_2_146","FOODS_2","FOODS","CA_1","CA"
"1974","FOODS_2_147","FOODS_2","FOODS","CA_1","CA"
"1975","FOODS_2_148","FOODS_2","FOODS","CA_1","CA"
"1976","FOODS_2_149","FOODS_2","FOODS","CA_1","CA"
"1977","FOODS_2_150","FOODS_2","FOODS","CA_1","CA"
"1978","FOODS_2_151","FOODS_2","FOODS","CA_1","CA"
"1979","FOODS_2_152","FOODS_2","FOODS","CA_1","CA"
"1980","FOODS_2_153","FOODS_2","FOODS","CA_1","CA"
"1981","FOODS_2_154","FOODS_2","FOODS","CA_1","CA"
"1982","FOODS_2_155","FOODS_2","FOODS","CA_1","CA"
"1983","FOODS_2_156","FOODS_2","FOODS","CA_1","CA"
"1984","FOODS_2_157","FOODS_2","FOODS","CA_1","CA"
"1985","FOODS_2_158","FOODS_2","FOODS","CA_1","CA"
"1986","FOODS_2_159","FOODS_2","FOODS","CA_1","CA"
"1987","FOODS_2_160","FOODS_2","FOODS","CA_1","CA"
"1988","FOODS_2_161","FOODS_2","FOODS","CA_1","CA"
"1989","FOODS_2_162","FOODS_2","FOODS","CA_1","CA"
"1990","FOODS_2_163","FOODS_2","FOODS","CA_1","CA"
"1991","FOODS_2_164","FOODS_2","FOODS","CA_1","CA"
"1992","FOODS_2_165","FOODS_2","FOODS","CA_1","CA"
"1993","FOODS_2_166","FOODS_2","FOODS","CA_1","CA"
"1994","FOODS_2_167","FOODS_2","FOODS","CA_1","CA"
"1995","FOODS_2_168","FOODS_2","FOODS","CA_1","CA"
"1996","FOODS_2_169","FOODS_2","FOODS","CA_1","CA"
"1997","FOODS_2_170","FOODS_2","FOODS","CA_1","CA"
"1998","FOODS_2_171","FOODS_2","FOODS","CA_1","CA"
"1999","FOODS_2_172","FOODS_2","FOODS","CA_1","CA"
